author_id,username,created_at,verified,followers,following,tweet_count,listed_count,cant_tweets_muestra,rt,vreplicas,likes,rtquotes,menciones_a_In,menciones_a_Out,menciones_de_In,rt_a_In,rt_a_Out,rt_de_In,rp_a_In,rp_a_Out,rp_de_In,rq_a_In,rq_a_Out,rq_de_In,Actividad,pred,prob0,prob1
1131641115797536769,CrespoMigue1,2019-05-23T19:20:41.000Z,False,141,422,6661,0,777,199899,285,1723,18,40,153,19,7,46,7,22,72,13,10,62,1,452,1,0,1
1132909353332293633,jpvillalobos19,2019-05-27T07:20:13.000Z,False,53,530,556,0,23,184,1,5,0,1,6,0,1,2,0,0,0,0,0,0,0,10,1,0.4369523605621749,0.5630476394378251
1133143239282843648,Rodolfo01798503,2019-05-27T22:49:35.000Z,False,3,6,1570,0,232,0,5,12,0,3,4,0,0,0,0,3,4,0,0,0,0,14,1,0,1
1135078997551910913,iamleninyer,2019-06-02T07:01:36.000Z,False,93,90,527,0,96,58490,17,33,0,2,32,0,2,29,0,0,6,0,0,4,0,75,1,7.0902629708599854E-2,0.92909737029140005
1136687834126049281,JulissaRubiM,2019-06-06T17:34:33.000Z,False,115,233,2001,0,196,68898,76,118,2,2,22,1,1,17,0,1,4,1,1,23,0,73,1,0,1
1136971228734996480,kimmonge_,2019-06-07T12:20:39.000Z,False,85,451,604,0,163,258834,6,24,0,2,80,0,3,89,0,0,9,0,0,4,0,187,1,0,1
1138248867722534912,SteveVillalobo,2019-06-11T00:57:32.000Z,False,967,224,157,2,8,95,3,11,0,1,6,0,1,0,0,0,5,0,0,1,0,14,1,0.4369523605621749,0.5630476394378251
1156740600143777793,kimcamachoc,2019-08-01T01:37:05.000Z,False,2334,1059,6206,0,420,1233099,93,686,9,24,130,13,16,109,1,12,27,11,5,34,3,385,1,0,1
1174244035747295233,masterstripperr,2019-09-18T08:49:39.000Z,False,99,101,4317,0,790,3532490,356,394,0,1,162,0,1,165,0,0,24,0,0,0,0,353,1,0.4369523605621749,0.5630476394378251
1641486342,AngieCalvo16,2013-08-02T23:00:50.000Z,False,2039,683,64358,9,662,1384279,162,2492,46,8,152,13,4,126,9,5,49,7,2,38,4,417,1,0,1
1646535937,KimFrutos,2013-08-05T00:56:47.000Z,False,592,654,24633,5,218,6014,77,331,3,27,80,10,5,13,1,21,48,9,1,7,0,222,1,0,1
1648054544,johnnysegurari2,2013-08-05T15:30:49.000Z,False,5,331,218,0,11,90,0,0,0,2,8,0,1,2,0,1,4,0,0,0,0,18,1,0,1
1654290523,Jesus_766,2013-08-08T01:21:09.000Z,False,204,1136,6836,1,643,5696,250,1151,23,31,62,20,1,7,10,22,40,12,10,57,7,279,1,0,1
1658923634,Caro_HQ06,2013-08-10T00:45:24.000Z,False,1261,1247,18427,8,158,217142,37,205,1,10,51,19,6,31,15,5,21,4,1,8,0,171,1,0,1
1663343876,EsnayderRM,2013-08-11T19:58:20.000Z,False,146,152,54,1,12,33574,0,10,0,1,3,1,1,2,1,0,0,0,0,1,0,10,1,0.11447282190349073,0.88552717809650938
1665377941,olvrrodney,2013-08-12T15:34:03.000Z,False,855,795,7533,1,451,1376377,99,994,9,13,129,9,9,106,4,5,29,7,0,18,2,331,1,0,1
1689418807,daniguzmanvi,2013-08-21T22:34:30.000Z,False,285,319,1976,0,182,979410,14,125,1,9,76,1,8,61,0,1,5,1,2,23,0,187,1,0.21168538385929686,0.78831461614070319
1711116210,bryannavarroval,2013-08-29T22:33:56.000Z,False,221,138,3172,0,234,355324,54,326,1,4,64,5,1,36,2,4,19,4,1,11,0,151,1,0,1
1711568305,josec_narvaez,2013-08-30T02:10:42.000Z,False,295,2340,4484,0,135,483690,13,69,0,4,75,0,2,59,0,1,9,0,3,16,0,169,1,0,1
1711718034,meloku_leo,2013-08-30T04:14:50.000Z,False,92,3872,2697,2,201,94109,8,51,0,5,88,0,1,36,0,5,45,0,5,42,0,227,1,7.5324675324675322E-2,0.92467532467532476
1716206712,M_JimBar_M,2013-08-31T17:05:06.000Z,False,182,988,3994,0,84,59594,20,39,0,1,32,3,0,8,1,1,8,2,0,5,0,61,1,5.4278074866310158E-2,0.9457219251336898
1717327975,yamil_carmona,2013-09-01T01:15:36.000Z,False,70,325,3451,0,179,91537,31,261,0,25,118,7,0,6,0,18,73,5,0,0,0,252,1,0,1
495193243,luisnunezz,2012-02-17T18:06:41.000Z,False,1085,3615,34892,4,1451,3055590,452,1315,35,1,640,0,1,387,0,0,186,0,0,104,0,1319,1,0.4369523605621749,0.5630476394378251
496397748,Dani1909,2012-02-18T22:38:49.000Z,False,400,240,262,1,13,0,1,34,0,6,9,1,0,0,0,2,3,1,1,1,0,24,1,0,1
496960483,im_rizo,2012-02-19T13:26:51.000Z,False,118,305,6895,1,54,15536,2,16,0,1,23,1,1,14,0,0,9,0,0,15,0,64,1,0.4369523605621749,0.5630476394378251
497096362,arturoar08,2012-02-19T16:25:47.000Z,False,292,930,6293,4,128,21281,25,204,1,9,58,4,1,13,1,7,34,3,0,11,1,142,1,0,1
